policy_id,x,n,t,OIS,OID,k,delta,surrender_value
2599,455,320,320,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2600,433,114,11,3000.0,1000.0,3.0,0.5,94.12335820698577
2600,433,114,28,3000.0,1000.0,3.0,0.5,239.40199571761502
2600,433,114,57,3000.0,1000.0,3.0,0.5,487.4881256905661
2600,433,114,85,3000.0,1000.0,3.0,0.5,725.5350565015713
2600,433,114,114,3000.0,1000.0,3.0,0.5,970.0000000000001
2601,288,78,7,2000.0,1000.0,2.0,0.25,86.31344927271576
2601,288,78,19,2000.0,1000.0,2.0,0.25,234.61157912385139
2601,288,78,39,2000.0,1000.0,2.0,0.25,482.6655396142296
2601,288,78,58,2000.0,1000.0,2.0,0.25,719.5031227825142
2601,288,78,78,2000.0,1000.0,2.0,0.25,969.9999999999999
2602,618,33,3,1000.0,4000.0,0.25,0.0,349.00956808764744
2602,618,33,8,1000.0,4000.0,0.25,0.0,932.1799047395161
2602,618,33,16,1000.0,4000.0,0.25,0.0,1000.0
2602,618,33,24,1000.0,4000.0,0.25,0.0,1000.0
2602,618,33,33,1000.0,4000.0,0.25,0.0,1000.0
2603,351,371,37,1000.0,4000.0,0.25,0.0,352.6991218979149
2603,351,371,92,1000.0,4000.0,0.25,0.0,883.1587051082726
2603,351,371,185,1000.0,4000.0,0.25,0.0,1000.0
2603,351,371,278,1000.0,4000.0,0.25,0.0,1000.0
2603,351,371,371,1000.0,4000.0,0.25,0.0,1000.0
2604,596,71,7,3000.0,1000.0,3.0,0.5,97.32408998102395
2604,596,71,17,3000.0,1000.0,3.0,0.5,235.69649609825254
2604,596,71,35,3000.0,1000.0,3.0,0.5,482.4715552670141
2604,596,71,53,3000.0,1000.0,3.0,0.5,727.4523507396755
2604,596,71,71,3000.0,1000.0,3.0,0.5,970.0
2605,589,119,11,1000.0,4000.0,0.25,0.0,343.94179433628244
2605,589,119,29,1000.0,4000.0,0.25,0.0,910.8889566872274
2605,589,119,59,1000.0,4000.0,0.25,0.0,1000.0
2605,589,119,89,1000.0,4000.0,0.25,0.0,1000.0
2605,589,119,119,1000.0,4000.0,0.25,0.0,1000.0
2606,501,213,21,1000.0,5000.0,0.2,0.0,447.4638263719086
2606,501,213,53,1000.0,5000.0,0.2,0.0,1000.0
2606,501,213,106,1000.0,5000.0,0.2,0.0,1000.0
2606,501,213,159,1000.0,5000.0,0.2,0.0,1000.0
2606,501,213,213,1000.0,5000.0,0.2,0.0,1000.0
2607,299,99,9,1000.0,2000.0,0.5,0.0,174.32360315197246
2607,299,99,24,1000.0,2000.0,0.5,0.0,465.74213872864345
2607,299,99,49,1000.0,2000.0,0.5,0.0,953.9464960691931
2607,299,99,74,1000.0,2000.0,0.5,0.0,1000.0
2607,299,99,99,1000.0,2000.0,0.5,0.0,1000.0
2608,696,204,20,1000.0,3000.0,0.3333333333333333,0.0,239.84510488345225
2608,696,204,51,1000.0,3000.0,0.3333333333333333,0.0,619.4797394994872
2608,696,204,102,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2608,696,204,153,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2608,696,204,204,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2609,218,118,11,1000.0,4000.0,0.25,0.0,356.8547933933719
2609,218,118,29,1000.0,4000.0,0.25,0.0,942.8440783896878
2609,218,118,59,1000.0,4000.0,0.25,0.0,1000.0
2609,218,118,88,1000.0,4000.0,0.25,0.0,1000.0
2609,218,118,118,1000.0,4000.0,0.25,0.0,1000.0
2610,223,26,2,1000.0,2000.0,0.5,0.0,148.7934238895101
2610,223,26,6,1000.0,2000.0,0.5,0.0,446.597537916122
2610,223,26,13,1000.0,2000.0,0.5,0.0,968.4501174906512
2610,223,26,19,1000.0,2000.0,0.5,0.0,1000.0
2610,223,26,26,1000.0,2000.0,0.5,0.0,1000.0
2611,559,45,4,1000.0,2000.0,0.5,0.0,170.81176832592385
2611,559,45,11,1000.0,2000.0,0.5,0.0,470.3155215578943
2611,559,45,22,1000.0,2000.0,0.5,0.0,942.9022897897846
2611,559,45,33,1000.0,2000.0,0.5,0.0,1000.0
2611,559,45,45,1000.0,2000.0,0.5,0.0,1000.0
2612,767,106,10,3000.0,1000.0,3.0,0.5,106.31703785472656
2612,767,106,26,3000.0,1000.0,3.0,0.5,271.48195391797714
2612,767,106,53,3000.0,1000.0,3.0,0.5,533.7159567297431
2612,767,106,79,3000.0,1000.0,3.0,0.5,763.4012467517313
2612,767,106,106,3000.0,1000.0,3.0,0.5,970.0
2613,504,115,11,1000.0,5000.0,0.2,0.0,452.3780308551979
2613,504,115,28,1000.0,5000.0,0.2,0.0,1000.0
2613,504,115,57,1000.0,5000.0,0.2,0.0,1000.0
2613,504,115,86,1000.0,5000.0,0.2,0.0,1000.0
2613,504,115,115,1000.0,5000.0,0.2,0.0,1000.0
2614,730,160,16,4000.0,1000.0,4.0,0.75,161.59191222547102
2614,730,160,40,4000.0,1000.0,4.0,0.75,389.1532369067507
2614,730,160,80,4000.0,1000.0,4.0,0.75,706.9625242931434
2614,730,160,120,4000.0,1000.0,4.0,0.75,922.7237102119894
2614,730,160,160,4000.0,1000.0,4.0,0.75,970.0
2615,639,251,25,5000.0,1000.0,5.0,1.0,272.0198247271892
2615,639,251,62,5000.0,1000.0,5.0,1.0,633.5946512159096
2615,639,251,125,5000.0,1000.0,5.0,1.0,1099.250944564353
2615,639,251,188,5000.0,1000.0,5.0,1.0,1301.01949357786
2615,639,251,251,5000.0,1000.0,5.0,1.0,970.0
2616,349,109,10,2000.0,1000.0,2.0,0.25,88.0886941751497
2616,349,109,27,2000.0,1000.0,2.0,0.25,238.2893879861597
2616,349,109,54,2000.0,1000.0,2.0,0.25,478.0275684115236
2616,349,109,81,2000.0,1000.0,2.0,0.25,719.0293608589868
2616,349,109,109,2000.0,1000.0,2.0,0.25,970.0
2617,352,207,20,2000.0,1000.0,2.0,0.25,93.27425334454163
2617,352,207,51,2000.0,1000.0,2.0,0.25,238.51572458799458
2617,352,207,103,2000.0,1000.0,2.0,0.25,482.8993004540651
2617,352,207,155,2000.0,1000.0,2.0,0.25,727.3381296351629
2617,352,207,207,2000.0,1000.0,2.0,0.25,970.0
2618,382,186,18,1000.0,5000.0,0.2,0.0,455.9286247351528
2618,382,186,46,1000.0,5000.0,0.2,0.0,1000.0
2618,382,186,93,1000.0,5000.0,0.2,0.0,1000.0
2618,382,186,139,1000.0,5000.0,0.2,0.0,1000.0
2618,382,186,186,1000.0,5000.0,0.2,0.0,1000.0
2619,253,158,15,3000.0,1000.0,3.0,0.5,90.82370367126369
2619,253,158,39,3000.0,1000.0,3.0,0.5,236.68282005079507
2619,253,158,79,3000.0,1000.0,3.0,0.5,481.18756286442186
2619,253,158,118,3000.0,1000.0,3.0,0.5,721.6583355822031
2619,253,158,158,3000.0,1000.0,3.0,0.5,970.0000000000001
2620,219,276,27,1000.0,2000.0,0.5,0.0,183.75308213272112
2620,219,276,69,1000.0,2000.0,0.5,0.0,471.8301888961526
2620,219,276,138,1000.0,2000.0,0.5,0.0,951.6779646774445
2620,219,276,207,1000.0,2000.0,0.5,0.0,1000.0
2620,219,276,276,1000.0,2000.0,0.5,0.0,1000.0
2621,688,175,17,1000.0,4000.0,0.25,0.0,329.26050827380345
2621,688,175,43,1000.0,4000.0,0.25,0.0,842.5440355474454
2621,688,175,87,1000.0,4000.0,0.25,0.0,1000.0
2621,688,175,131,1000.0,4000.0,0.25,0.0,1000.0
2621,688,175,175,1000.0,4000.0,0.25,0.0,1000.0
2622,497,52,5,1000.0,2000.0,0.5,0.0,184.98581030343962
2622,497,52,13,1000.0,2000.0,0.5,0.0,481.5566017897229
2622,497,52,26,1000.0,2000.0,0.5,0.0,965.2365237936411
2622,497,52,39,1000.0,2000.0,0.5,0.0,1000.0
2622,497,52,52,1000.0,2000.0,0.5,0.0,1000.0
2623,424,153,15,4000.0,1000.0,4.0,0.75,99.57143821213882
2623,424,153,38,4000.0,1000.0,4.0,0.75,251.19713737743044
2623,424,153,76,4000.0,1000.0,4.0,0.75,498.9578525300106
2623,424,153,114,4000.0,1000.0,4.0,0.75,737.9025600218213
2623,424,153,153,4000.0,1000.0,4.0,0.75,969.9999999999999
2624,388,420,42,1000.0,4000.0,0.25,0.0,333.45602848153516
2624,388,420,105,1000.0,4000.0,0.25,0.0,840.0826489956243
2624,388,420,210,1000.0,4000.0,0.25,0.0,1000.0
2624,388,420,315,1000.0,4000.0,0.25,0.0,1000.0
2624,388,420,420,1000.0,4000.0,0.25,0.0,1000.0
2625,390,73,7,4000.0,1000.0,4.0,0.75,92.90631646707172
2625,390,73,18,4000.0,1000.0,4.0,0.75,239.307437952015
2625,390,73,36,4000.0,1000.0,4.0,0.75,478.5826008855853
2625,390,73,54,4000.0,1000.0,4.0,0.75,717.7758875115874
2625,390,73,73,4000.0,1000.0,4.0,0.75,970.0000000000001
2626,278,364,36,1000.0,3000.0,0.3333333333333333,0.0,270.80000456725486
2626,278,364,91,1000.0,3000.0,0.3333333333333333,0.0,689.2366089641557
2626,278,364,182,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2626,278,364,273,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2626,278,364,364,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2627,680,92,9,1000.0,2000.0,0.5,0.0,181.68269189477806
2627,680,92,23,1000.0,2000.0,0.5,0.0,466.74502752458574
2627,680,92,46,1000.0,2000.0,0.5,0.0,943.1836434667679
2627,680,92,69,1000.0,2000.0,0.5,0.0,1000.0
2627,680,92,92,1000.0,2000.0,0.5,0.0,1000.0
2628,475,405,40,1000.0,5000.0,0.2,0.0,376.61063480866676
2628,475,405,101,1000.0,5000.0,0.2,0.0,959.4819901020935
2628,475,405,202,1000.0,5000.0,0.2,0.0,1000.0
2628,475,405,303,1000.0,5000.0,0.2,0.0,1000.0
2628,475,405,405,1000.0,5000.0,0.2,0.0,1000.0
2629,431,315,31,1000.0,1000.0,1.0,0.0,93.93070852228334
2629,431,315,78,1000.0,1000.0,1.0,0.0,236.91232387300556
2629,431,315,157,1000.0,1000.0,1.0,0.0,477.4849790432777
2629,431,315,236,1000.0,1000.0,1.0,0.0,718.9637223158578
2629,431,315,315,1000.0,1000.0,1.0,0.0,970.0
2630,608,184,18,4000.0,1000.0,4.0,0.75,136.80537357062082
2630,608,184,46,4000.0,1000.0,4.0,0.75,334.64470826796696
2630,608,184,92,4000.0,1000.0,4.0,0.75,618.3667615184289
2630,608,184,138,4000.0,1000.0,4.0,0.75,834.2216804924703
2630,608,184,184,4000.0,1000.0,4.0,0.75,970.0
2631,355,314,31,1000.0,4000.0,0.25,0.0,359.0365229500909
2631,355,314,78,1000.0,4000.0,0.25,0.0,908.855255841278
2631,355,314,157,1000.0,4000.0,0.25,0.0,1000.0
2631,355,314,235,1000.0,4000.0,0.25,0.0,1000.0
2631,355,314,314,1000.0,4000.0,0.25,0.0,1000.0
2632,543,340,34,1000.0,2000.0,0.5,0.0,170.20461822860142
2632,543,340,85,1000.0,2000.0,0.5,0.0,425.92456618112396
2632,543,340,170,1000.0,2000.0,0.5,0.0,861.8723864798383
2632,543,340,255,1000.0,2000.0,0.5,0.0,1000.0
2632,543,340,340,1000.0,2000.0,0.5,0.0,1000.0
2633,544,72,7,5000.0,1000.0,5.0,1.0,98.73713985489712
2633,544,72,18,5000.0,1000.0,5.0,1.0,252.5217350700248
2633,544,72,36,5000.0,1000.0,5.0,1.0,498.69340811496437
2633,544,72,54,5000.0,1000.0,5.0,1.0,738.6723359744112
2633,544,72,72,5000.0,1000.0,5.0,1.0,970.0
2634,504,143,14,5000.0,1000.0,5.0,1.0,111.85560794114475
2634,504,143,35,5000.0,1000.0,5.0,1.0,275.4181575883268
2634,504,143,71,5000.0,1000.0,5.0,1.0,540.2822883906131
2634,504,143,107,5000.0,1000.0,5.0,1.0,775.038547611663
2634,504,143,143,5000.0,1000.0,5.0,1.0,970.0000000000001
2635,401,236,23,3000.0,1000.0,3.0,0.5,103.06508638188974
2635,401,236,59,3000.0,1000.0,3.0,0.5,262.5504716447053
2635,401,236,118,3000.0,1000.0,3.0,0.5,518.8782304993387
2635,401,236,177,3000.0,1000.0,3.0,0.5,759.5603895283093
2635,401,236,236,3000.0,1000.0,3.0,0.5,970.0
2636,577,54,5,3000.0,1000.0,3.0,0.5,90.17598531021896
2636,577,54,13,3000.0,1000.0,3.0,0.5,234.5578005956356
2636,577,54,27,3000.0,1000.0,3.0,0.5,486.4241608992296
2636,577,54,40,3000.0,1000.0,3.0,0.5,719.512040518791
2636,577,54,54,3000.0,1000.0,3.0,0.5,970.0000000000001
2637,621,39,3,1000.0,3000.0,0.3333333333333333,0.0,221.02263018734928
2637,621,39,9,1000.0,3000.0,0.3333333333333333,0.0,664.19587525168
2637,621,39,19,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2637,621,39,29,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2637,621,39,39,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2638,534,95,9,1000.0,2000.0,0.5,0.0,180.22077956450207
2638,534,95,23,1000.0,2000.0,0.5,0.0,461.6604323335778
2638,534,95,47,1000.0,2000.0,0.5,0.0,947.7899272456699
2638,534,95,71,1000.0,2000.0,0.5,0.0,1000.0
2638,534,95,95,1000.0,2000.0,0.5,0.0,1000.0
2639,743,123,12,1000.0,5000.0,0.2,0.0,422.066441139694
2639,743,123,30,1000.0,5000.0,0.2,0.0,1000.0
2639,743,123,61,1000.0,5000.0,0.2,0.0,1000.0
2639,743,123,92,1000.0,5000.0,0.2,0.0,1000.0
2639,743,123,123,1000.0,5000.0,0.2,0.0,1000.0
2640,590,222,22,2000.0,1000.0,2.0,0.25,110.37666277481937
2640,590,222,55,2000.0,1000.0,2.0,0.25,270.22386893881986
2640,590,222,111,2000.0,1000.0,2.0,0.25,526.8418382041683
2640,590,222,166,2000.0,1000.0,2.0,0.25,758.2109533021514
2640,590,222,222,2000.0,1000.0,2.0,0.25,970.0
2641,443,417,41,1000.0,5000.0,0.2,0.0,384.19986564356344
2641,443,417,104,1000.0,5000.0,0.2,0.0,983.2122666346457
2641,443,417,208,1000.0,5000.0,0.2,0.0,1000.0
2641,443,417,312,1000.0,5000.0,0.2,0.0,1000.0
2641,443,417,417,1000.0,5000.0,0.2,0.0,1000.0
2642,318,164,16,1000.0,4000.0,0.25,0.0,370.7615096877946
2642,318,164,41,1000.0,4000.0,0.25,0.0,953.1583841359001
2642,318,164,82,1000.0,4000.0,0.25,0.0,1000.0
2642,318,164,123,1000.0,4000.0,0.25,0.0,1000.0
2642,318,164,164,1000.0,4000.0,0.25,0.0,1000.0
2643,264,147,14,1000.0,2000.0,0.5,0.0,181.62992404618007
2643,264,147,36,1000.0,2000.0,0.5,0.0,468.3531287993729
2643,264,147,73,1000.0,2000.0,0.5,0.0,954.1504405900595
2643,264,147,110,1000.0,2000.0,0.5,0.0,1000.0
2643,264,147,147,1000.0,2000.0,0.5,0.0,1000.0
2644,734,61,6,1000.0,4000.0,0.25,0.0,366.1789461643385
2644,734,61,15,1000.0,4000.0,0.25,0.0,920.6806195706142
2644,734,61,30,1000.0,4000.0,0.25,0.0,1000.0
2644,734,61,45,1000.0,4000.0,0.25,0.0,1000.0
2644,734,61,61,1000.0,4000.0,0.25,0.0,1000.0
2645,546,135,13,1000.0,3000.0,0.3333333333333333,0.0,270.1430341781347
2645,546,135,33,1000.0,3000.0,0.3333333333333333,0.0,688.3064583792885
2645,546,135,67,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2645,546,135,101,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2645,546,135,135,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2646,276,203,20,4000.0,1000.0,4.0,0.75,95.47333411692664
2646,276,203,50,4000.0,1000.0,4.0,0.75,238.84767717002347
2646,276,203,101,4000.0,1000.0,4.0,0.75,484.33473292444364
2646,276,203,152,4000.0,1000.0,4.0,0.75,729.9107831111763
2646,276,203,203,4000.0,1000.0,4.0,0.75,970.0
2647,232,96,9,1000.0,3000.0,0.3333333333333333,0.0,269.851103766499
2647,232,96,24,1000.0,3000.0,0.3333333333333333,0.0,720.899218619497
2647,232,96,48,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2647,232,96,72,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2647,232,96,96,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2648,694,56,5,4000.0,1000.0,4.0,0.75,89.40068856878437
2648,694,56,14,4000.0,1000.0,4.0,0.75,249.050163173869
2648,694,56,28,4000.0,1000.0,4.0,0.75,493.05637088008723
2648,694,56,42,4000.0,1000.0,4.0,0.75,733.2306902155564
2648,694,56,56,4000.0,1000.0,4.0,0.75,969.9999999999999
2649,525,327,32,5000.0,1000.0,5.0,1.0,277.4878231259792
2649,525,327,81,5000.0,1000.0,5.0,1.0,663.2443063506394
2649,525,327,163,5000.0,1000.0,5.0,1.0,1144.0381629071442
2649,525,327,245,5000.0,1000.0,5.0,1.0,1328.9984345876114
2649,525,327,327,5000.0,1000.0,5.0,1.0,970.0
2650,689,110,11,3000.0,1000.0,3.0,0.5,106.2517440824447
2650,689,110,27,3000.0,1000.0,3.0,0.5,256.4117741477261
2650,689,110,55,3000.0,1000.0,3.0,0.5,510.0805910014318
2650,689,110,82,3000.0,1000.0,3.0,0.5,743.6882227746975
2650,689,110,110,3000.0,1000.0,3.0,0.5,970.0
2651,286,85,8,1000.0,3000.0,0.3333333333333333,0.0,271.18587639474214
2651,286,85,21,1000.0,3000.0,0.3333333333333333,0.0,713.0289352885495
2651,286,85,42,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2651,286,85,63,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2651,286,85,85,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2652,288,378,37,1000.0,3000.0,0.3333333333333333,0.0,265.9425995248076
2652,288,378,94,1000.0,3000.0,0.3333333333333333,0.0,680.5048109471364
2652,288,378,189,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2652,288,378,283,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2652,288,378,378,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2653,413,365,36,1000.0,4000.0,0.25,0.0,339.17456467085395
2653,413,365,91,1000.0,4000.0,0.25,0.0,863.5504862066908
2653,413,365,182,1000.0,4000.0,0.25,0.0,1000.0
2653,413,365,273,1000.0,4000.0,0.25,0.0,1000.0
2653,413,365,365,1000.0,4000.0,0.25,0.0,1000.0
2654,377,147,14,1000.0,3000.0,0.3333333333333333,0.0,271.66165961010466
2654,377,147,36,1000.0,3000.0,0.3333333333333333,0.0,700.589258075148
2654,377,147,73,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2654,377,147,110,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2654,377,147,147,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2655,570,26,2,1000.0,5000.0,0.2,0.0,370.77430411265743
2655,570,26,6,1000.0,5000.0,0.2,0.0,1000.0
2655,570,26,13,1000.0,5000.0,0.2,0.0,1000.0
2655,570,26,19,1000.0,5000.0,0.2,0.0,1000.0
2655,570,26,26,1000.0,5000.0,0.2,0.0,1000.0
2656,547,53,5,1000.0,1000.0,1.0,0.0,90.70553254663757
2656,547,53,13,1000.0,1000.0,1.0,0.0,236.08423588267962
2656,547,53,26,1000.0,1000.0,1.0,0.0,473.2261989427134
2656,547,53,39,1000.0,1000.0,1.0,0.0,711.6077779815769
2656,547,53,53,1000.0,1000.0,1.0,0.0,970.0
2657,622,275,27,1000.0,2000.0,0.5,0.0,165.11288513879603
2657,622,275,68,1000.0,2000.0,0.5,0.0,417.66165850186354
2657,622,275,137,1000.0,2000.0,0.5,0.0,856.6318197247108
2657,622,275,206,1000.0,2000.0,0.5,0.0,1000.0
2657,622,275,275,1000.0,2000.0,0.5,0.0,1000.0
2658,263,32,3,4000.0,1000.0,4.0,0.75,90.63778906205417
2658,263,32,8,4000.0,1000.0,4.0,0.75,241.7641918982014
2658,263,32,16,4000.0,1000.0,4.0,0.75,484.0181637267611
2658,263,32,24,4000.0,1000.0,4.0,0.75,726.7632943424671
2658,263,32,32,4000.0,1000.0,4.0,0.75,970.0000000000001
2659,239,178,17,2000.0,1000.0,2.0,0.25,91.07680959209279
2659,239,178,44,2000.0,1000.0,2.0,0.25,236.28349644620016
2659,239,178,89,2000.0,1000.0,2.0,0.25,480.21351579278536
2659,239,178,133,2000.0,1000.0,2.0,0.25,721.1887948969743
2659,239,178,178,2000.0,1000.0,2.0,0.25,970.0
2660,316,414,41,1000.0,4000.0,0.25,0.0,346.5141626849651
2660,316,414,103,1000.0,4000.0,0.25,0.0,877.424870109595
2660,316,414,207,1000.0,4000.0,0.25,0.0,1000.0
2660,316,414,310,1000.0,4000.0,0.25,0.0,1000.0
2660,316,414,414,1000.0,4000.0,0.25,0.0,1000.0
2661,248,286,28,3000.0,1000.0,3.0,0.5,95.18469517968062
2661,248,286,71,3000.0,1000.0,3.0,0.5,242.0163871901697
2661,248,286,143,3000.0,1000.0,3.0,0.5,489.95163506730603
2661,248,286,214,3000.0,1000.0,3.0,0.5,733.23004946989
2661,248,286,286,3000.0,1000.0,3.0,0.5,970.0000000000001
2662,495,190,19,4000.0,1000.0,4.0,0.75,119.3501278466043
2662,495,190,47,4000.0,1000.0,4.0,0.75,290.04846805585333
2662,495,190,95,4000.0,1000.0,4.0,0.75,562.5412119368294
2662,495,190,142,4000.0,1000.0,4.0,0.75,789.8426812695822
2662,495,190,190,4000.0,1000.0,4.0,0.75,970.0000000000001
2663,262,87,8,1000.0,1000.0,1.0,0.0,88.31934025550564
2663,262,87,21,1000.0,1000.0,1.0,0.0,232.201085533353
2663,262,87,43,1000.0,1000.0,1.0,0.0,476.7775556576947
2663,262,87,65,1000.0,1000.0,1.0,0.0,722.6893093595604
2663,262,87,87,1000.0,1000.0,1.0,0.0,970.0000000000001
2664,556,140,14,4000.0,1000.0,4.0,0.75,113.72181320070887
2664,556,140,35,4000.0,1000.0,4.0,0.75,278.6224271779952
2664,556,140,70,4000.0,1000.0,4.0,0.75,535.5503282070337
2664,556,140,105,4000.0,1000.0,4.0,0.75,766.4947059860261
2664,556,140,140,4000.0,1000.0,4.0,0.75,970.0
2665,760,51,5,1000.0,1000.0,1.0,0.0,92.32567142302167
2665,760,51,12,1000.0,1000.0,1.0,0.0,222.36374376000026
2665,760,51,25,1000.0,1000.0,1.0,0.0,466.7643123701542
2665,760,51,38,1000.0,1000.0,1.0,0.0,715.6461099439725
2665,760,51,51,1000.0,1000.0,1.0,0.0,970.0
2666,350,120,12,3000.0,1000.0,3.0,0.5,96.4176587939705
2666,350,120,30,3000.0,1000.0,3.0,0.5,241.3720450549054
2666,350,120,60,3000.0,1000.0,3.0,0.5,484.10417166448383
2666,350,120,90,3000.0,1000.0,3.0,0.5,727.094118760807
2666,350,120,120,3000.0,1000.0,3.0,0.5,970.0
2667,351,331,33,4000.0,1000.0,4.0,0.75,127.72748876737882
2667,351,331,82,4000.0,1000.0,4.0,0.75,316.1807136313016
2667,351,331,165,4000.0,1000.0,4.0,0.75,617.1864511901539
2667,351,331,248,4000.0,1000.0,4.0,0.75,860.3312715639634
2667,351,331,331,4000.0,1000.0,4.0,0.75,970.0
2668,234,101,10,2000.0,1000.0,2.0,0.25,95.09770475282066
2668,234,101,25,2000.0,1000.0,2.0,0.25,238.0701851100838
2668,234,101,50,2000.0,1000.0,2.0,0.25,477.3889331767818
2668,234,101,75,2000.0,1000.0,2.0,0.25,718.132135848875
2668,234,101,101,2000.0,1000.0,2.0,0.25,969.9999999999999
2669,664,89,8,1000.0,3000.0,0.3333333333333333,0.0,250.70418216709467
2669,664,89,22,1000.0,3000.0,0.3333333333333333,0.0,693.1673377467473
2669,664,89,44,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2669,664,89,66,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2669,664,89,89,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2670,240,197,19,3000.0,1000.0,3.0,0.5,92.28441440168656
2670,240,197,49,3000.0,1000.0,3.0,0.5,238.4242688328172
2670,240,197,98,3000.0,1000.0,3.0,0.5,478.76986229802236
2670,240,197,147,3000.0,1000.0,3.0,0.5,721.4112526992396
2670,240,197,197,3000.0,1000.0,3.0,0.5,970.0
2671,637,34,3,2000.0,1000.0,2.0,0.25,84.90295223156555
2671,637,34,8,2000.0,1000.0,2.0,0.25,226.84535717667967
2671,637,34,17,2000.0,1000.0,2.0,0.25,482.94296267881646
2671,637,34,25,2000.0,1000.0,2.0,0.25,711.5961129914645
2671,637,34,34,2000.0,1000.0,2.0,0.25,970.0
2672,441,59,5,1000.0,5000.0,0.2,0.0,407.5407669322479
2672,441,59,14,1000.0,5000.0,0.2,0.0,1000.0
2672,441,59,29,1000.0,5000.0,0.2,0.0,1000.0
2672,441,59,44,1000.0,5000.0,0.2,0.0,1000.0
2672,441,59,59,1000.0,5000.0,0.2,0.0,1000.0
2673,306,313,31,1000.0,2000.0,0.5,0.0,183.66062469623284
2673,306,313,78,1000.0,2000.0,0.5,0.0,464.8688402316554
2673,306,313,156,1000.0,2000.0,0.5,0.0,938.9270947461
2673,306,313,234,1000.0,2000.0,0.5,0.0,1000.0
2673,306,313,313,1000.0,2000.0,0.5,0.0,1000.0
2674,474,120,12,5000.0,1000.0,5.0,1.0,104.89243204593004
2674,474,120,30,5000.0,1000.0,5.0,1.0,259.7277875794888
2674,474,120,60,5000.0,1000.0,5.0,1.0,509.8742170657898
2674,474,120,90,5000.0,1000.0,5.0,1.0,749.3015781703056
2674,474,120,120,5000.0,1000.0,5.0,1.0,970.0
2675,486,325,32,1000.0,5000.0,0.2,0.0,413.40990950916245
2675,486,325,81,1000.0,5000.0,0.2,0.0,1000.0
2675,486,325,162,1000.0,5000.0,0.2,0.0,1000.0
2675,486,325,243,1000.0,5000.0,0.2,0.0,1000.0
2675,486,325,325,1000.0,5000.0,0.2,0.0,1000.0
2676,553,340,34,1000.0,5000.0,0.2,0.0,380.4526110287361
2676,553,340,85,1000.0,5000.0,0.2,0.0,960.839835802004
2676,553,340,170,1000.0,5000.0,0.2,0.0,1000.0
2676,553,340,255,1000.0,5000.0,0.2,0.0,1000.0
2676,553,340,340,1000.0,5000.0,0.2,0.0,1000.0
2677,240,358,35,1000.0,3000.0,0.3333333333333333,0.0,270.0839137134591
2677,240,358,89,1000.0,3000.0,0.3333333333333333,0.0,691.3454554583947
2677,240,358,179,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2677,240,358,268,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2677,240,358,358,1000.0,3000.0,0.3333333333333333,0.0,1000.0
2678,488,82,8,2000.0,1000.0,2.0,0.25,94.26319569420356
2678,488,82,20,2000.0,1000.0,2.0,0.25,235.78935759788286
2678,488,82,41,2000.0,1000.0,2.0,0.25,483.8907995054601
2678,488,82,61,2000.0,1000.0,2.0,0.25,720.6566414565314
2678,488,82,82,2000.0,1000.0,2.0,0.25,970.0
2679,363,384,38,1000.0,5000.0,0.2,0.0,428.7210675583715
2679,363,384,96,1000.0,5000.0,0.2,0.0,1000.0
2679,363,384,192,1000.0,5000.0,0.2,0.0,1000.0
2679,363,384,288,1000.0,5000.0,0.2,0.0,1000.0
2679,363,384,384,1000.0,5000.0,0.2,0.0,1000.0
2680,240,130,13,1000.0,1000.0,1.0,0.0,95.62924933013034
2680,240,130,32,1000.0,1000.0,1.0,0.0,235.89513859498794
2680,240,130,65,1000.0,1000.0,1.0,0.0,481.0807850233135
2680,240,130,97,1000.0,1000.0,1.0,0.0,720.7550609364997
